type,date,contractSymbol,strike,bid,ask,bid/strike,vol,avg_vol,|1-(strike/close)|,Change,MA5,MA20,MA40,MA80,MA40_state,MA80_state,MA40_state_keep,MA80_state_keep,situation_type,k,d
put,2019-10-18,AKAM191018P00075000,75.0,0.0,0.75,0.0,nan,-1,0.17,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-18,AKAM191018P00077500,77.5,0.0,0.05,0.0,4.0,-1,0.142,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-18,AKAM191018P00080000,80.0,0.0,0.0,0.0,20.0,-1,0.114,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-18,AKAM191018P00082000,82.0,0.0,0.1,0.0,20.0,-1,0.092,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-18,AKAM191018P00082500,82.5,0.0,0.11,0.0,5.0,-1,0.087,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-18,AKAM191018P00083000,83.0,0.0,0.5,0.0,6.0,-1,0.081,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-18,AKAM191018P00084000,84.0,0.0,0.24,0.0,25.0,-1,0.07,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-18,AKAM191018P00085000,85.0,0.0,0.1,0.0,6.0,-1,0.059,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-18,AKAM191018P00086000,86.0,0.0,0.0,0.0,15.0,-1,0.048,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-18,AKAM191018P00086500,86.5,0.0,0.08,0.0,1.0,-1,0.042,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-18,AKAM191018P00087000,87.0,0.03,0.0,0.0,20.0,-1,0.037,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-18,AKAM191018P00087500,87.5,0.0,0.0,0.0,5.0,-1,0.031,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-18,AKAM191018P00088000,88.0,0.0,0.14,0.0,255.0,-1,0.026,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-18,AKAM191018P00088500,88.5,0.09,0.15,0.001,121.0,-1,0.02,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-18,AKAM191018P00089000,89.0,0.12,0.35,0.001,55.0,-1,0.015,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-18,AKAM191018P00089500,89.5,0.15,0.43,0.002,6.0,-1,0.009,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-18,AKAM191018P00090000,90.0,0.26,0.43,0.003,1.0,-1,0.004,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-18,AKAM191018P00090500,90.5,0.39,0.52,0.004,4.0,-1,0.002,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-18,AKAM191018P00091000,91.0,0.5,0.68,0.005,4.0,-1,0.008,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-18,AKAM191018P00091500,91.5,0.72,0.88,0.008,1.0,-1,0.013,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-18,AKAM191018P00092000,92.0,1.02,1.2,0.011,nan,-1,0.019,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-18,AKAM191018P00092500,92.5,1.34,1.55,0.014,nan,-1,0.024,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-18,AKAM191018P00093000,93.0,0.0,0.0,0.0,116.0,-1,0.03,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-18,AKAM191018P00093500,93.5,0.0,0.0,0.0,nan,-1,0.035,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-18,AKAM191018P00095000,95.0,3.1,7.25,0.033,6.0,-1,0.052,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-18,AKAM191018P00100000,100.0,7.1,9.45,0.071,nan,-1,0.107,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-10-25,AKAM191025C00075000,75.0,14.15,18.6,0.189,nan,-1,0.17,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-10-25,AKAM191025C00083000,83.0,6.6,10.8,0.08,nan,-1,0.081,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-10-25,AKAM191025C00084000,84.0,5.75,9.6,0.068,7.0,-1,0.07,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-10-25,AKAM191025C00085000,85.0,5.35,8.35,0.063,2.0,-1,0.059,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-10-25,AKAM191025C00087000,87.0,4.4,5.0,0.051,7.0,-1,0.037,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-10-25,AKAM191025C00088000,88.0,3.55,4.2,0.04,2.0,-1,0.026,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-10-25,AKAM191025C00088500,88.5,3.25,4.55,0.037,2.0,-1,0.02,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-10-25,AKAM191025C00089000,89.0,2.85,3.2,0.032,2.0,-1,0.015,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-10-25,AKAM191025C00089500,89.5,2.46,2.87,0.027,1.0,-1,0.009,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-10-25,AKAM191025C00090000,90.0,0.0,0.0,0.0,6.0,-1,0.004,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-10-25,AKAM191025C00090500,90.5,0.0,0.0,0.0,1.0,-1,0.002,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-10-25,AKAM191025C00091000,91.0,1.44,1.73,0.016,5.0,-1,0.008,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-10-25,AKAM191025C00091500,91.5,1.16,1.32,0.013,53.0,-1,0.013,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-10-25,AKAM191025C00092000,92.0,0.95,1.08,0.01,38.0,-1,0.019,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-10-25,AKAM191025C00092500,92.5,0.0,0.0,0.0,1.0,-1,0.024,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-10-25,AKAM191025C00093000,93.0,0.55,0.69,0.006,5.0,-1,0.03,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-10-25,AKAM191025C00093500,93.5,0.0,0.0,0.0,6.0,-1,0.035,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-10-25,AKAM191025C00094000,94.0,0.23,0.63,0.002,1.0,-1,0.041,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-10-25,AKAM191025C00095000,95.0,0.12,0.44,0.001,1.0,-1,0.052,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-10-25,AKAM191025C00095500,95.5,0.0,0.0,0.0,nan,-1,0.057,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-10-25,AKAM191025C00096000,96.0,0.08,0.34,0.001,nan,-1,0.063,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-10-25,AKAM191025C00097000,97.0,0.02,0.12,0.0,nan,-1,0.074,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-10-25,AKAM191025C00098000,98.0,0.09,0.5,0.001,2.0,-1,0.085,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-25,AKAM191025P00075000,75.0,nan,0.0,nan,nan,-1,0.17,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-25,AKAM191025P00080000,80.0,0.0,4.85,0.0,nan,-1,0.114,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-25,AKAM191025P00082500,82.5,0.05,4.9,0.001,nan,-1,0.087,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-25,AKAM191025P00083000,83.0,0.0,0.0,0.0,nan,-1,0.081,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-25,AKAM191025P00084000,84.0,0.0,0.0,0.0,1.0,-1,0.07,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-25,AKAM191025P00084500,84.5,0.05,0.24,0.001,nan,-1,0.064,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-25,AKAM191025P00085000,85.0,0.07,0.15,0.001,nan,-1,0.059,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-25,AKAM191025P00086000,86.0,0.13,0.4,0.002,10.0,-1,0.048,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-25,AKAM191025P00086500,86.5,0.0,0.38,0.0,nan,-1,0.042,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-25,AKAM191025P00087000,87.0,0.16,0.48,0.002,10.0,-1,0.037,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-25,AKAM191025P00087500,87.5,0.0,0.0,0.0,nan,-1,0.031,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-25,AKAM191025P00088000,88.0,0.26,0.56,0.003,4.0,-1,0.026,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-25,AKAM191025P00089000,89.0,0.45,0.68,0.005,1.0,-1,0.015,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-25,AKAM191025P00089500,89.5,0.56,0.79,0.006,nan,-1,0.009,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-25,AKAM191025P00090000,90.0,0.7,0.84,0.008,1.0,-1,0.004,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-25,AKAM191025P00091000,91.0,1.04,1.21,0.011,nan,-1,0.008,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-25,AKAM191025P00093000,93.0,1.73,4.45,0.019,nan,-1,0.03,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-10-25,AKAM191025P00093500,93.5,1.99,4.65,0.021,1.0,-1,0.035,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-01,AKAM191101C00080000,80.0,11.4,14.2,0.143,nan,-1,0.114,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-01,AKAM191101C00083000,83.0,0.0,0.0,0.0,nan,-1,0.081,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-01,AKAM191101C00084000,84.0,0.0,0.0,0.0,nan,-1,0.07,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-01,AKAM191101C00086500,86.5,6.35,7.05,0.073,nan,-1,0.042,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-01,AKAM191101C00087000,87.0,5.95,6.55,0.068,10.0,-1,0.037,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-01,AKAM191101C00088000,88.0,0.0,0.0,0.0,1.0,-1,0.026,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-01,AKAM191101C00088500,88.5,4.95,5.65,0.056,1.0,-1,0.02,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-01,AKAM191101C00089000,89.0,4.55,5.15,0.051,17.0,-1,0.015,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-01,AKAM191101C00089500,89.5,4.3,4.55,0.048,20.0,-1,0.009,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-01,AKAM191101C00090000,90.0,0.0,0.0,0.0,208.0,-1,0.004,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-01,AKAM191101C00090500,90.5,3.75,4.05,0.041,7.0,-1,0.002,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-01,AKAM191101C00091000,91.0,3.4,3.8,0.037,12.0,-1,0.008,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-01,AKAM191101C00091500,91.5,3.2,3.65,0.035,5.0,-1,0.013,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-01,AKAM191101C00092000,92.0,2.96,3.15,0.032,3.0,-1,0.019,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-01,AKAM191101C00092500,92.5,2.75,3.1,0.03,1.0,-1,0.024,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-01,AKAM191101C00093000,93.0,2.43,2.71,0.026,1.0,-1,0.03,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-01,AKAM191101C00093500,93.5,2.31,2.69,0.025,nan,-1,0.035,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-01,AKAM191101C00094500,94.5,1.93,2.32,0.02,10.0,-1,0.046,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-01,AKAM191101C00095000,95.0,1.65,2.11,0.017,3.0,-1,0.052,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-01,AKAM191101C00095500,95.5,0.0,0.0,0.0,nan,-1,0.057,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-01,AKAM191101C00096000,96.0,1.43,1.78,0.015,1.0,-1,0.063,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-01,AKAM191101C00096500,96.5,1.3,1.51,0.013,nan,-1,0.068,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-01,AKAM191101C00097500,97.5,1.05,1.33,0.011,4.0,-1,0.079,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-01,AKAM191101C00100000,100.0,0.41,0.81,0.004,5.0,-1,0.107,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-01,AKAM191101C00105000,105.0,0.0,0.0,0.0,1.0,-1,0.163,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00070000,70.0,0.02,0.8,0.0,nan,-1,0.225,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00080000,80.0,0.0,0.0,0.0,4.0,-1,0.114,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00082500,82.5,0.6,0.99,0.007,37.0,-1,0.087,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00083000,83.0,0.6,1.13,0.007,nan,-1,0.081,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00083500,83.5,0.74,1.16,0.009,nan,-1,0.076,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00084500,84.5,0.91,1.31,0.011,6.0,-1,0.064,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00085000,85.0,1.05,1.38,0.012,2.0,-1,0.059,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00086000,86.0,1.25,1.63,0.015,1.0,-1,0.048,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00086500,86.5,0.0,0.0,0.0,5.0,-1,0.042,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00087000,87.0,0.0,0.0,0.0,1.0,-1,0.037,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00087500,87.5,1.73,2.04,0.02,2.0,-1,0.031,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00088000,88.0,0.0,0.0,0.0,nan,-1,0.026,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00088500,88.5,2.04,2.43,0.023,2.0,-1,0.02,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00089000,89.0,2.21,2.41,0.025,3.0,-1,0.015,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00089500,89.5,2.43,2.81,0.027,2.0,-1,0.009,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00090000,90.0,0.0,0.0,0.0,3.0,-1,0.004,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00090500,90.5,2.83,3.35,0.031,1.0,-1,0.002,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00091000,91.0,2.98,3.2,0.033,1.0,-1,0.008,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00092000,92.0,3.4,3.9,0.037,nan,-1,0.019,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00093500,93.5,4.3,4.55,0.046,nan,-1,0.035,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00070000,70.0,0.0,0.0,0.0,nan,-1,0.225,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00087500,87.5,5.8,6.05,0.066,nan,-1,0.031,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00088000,88.0,5.3,6.15,0.06,13.0,-1,0.026,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00088500,88.5,0.0,0.0,0.0,nan,-1,0.02,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00089000,89.0,4.65,5.5,0.052,1.0,-1,0.015,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00089500,89.5,0.0,0.0,0.0,1.0,-1,0.009,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00090000,90.0,4.2,4.45,0.047,1.0,-1,0.004,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00090500,90.5,0.0,0.0,0.0,1.0,-1,0.002,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00091000,91.0,3.6,3.9,0.04,nan,-1,0.008,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00091500,91.5,3.4,3.85,0.037,2.0,-1,0.013,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00092000,92.0,3.1,3.4,0.034,1.0,-1,0.019,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00092500,92.5,0.0,0.0,0.0,4.0,-1,0.024,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00096000,96.0,0.0,0.0,0.0,5.0,-1,0.063,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
