Date,Open,High,Low,Close,Adj Close,Volume
2010-03-26,3.375000,3.875000,3.372500,3.480000,3.348577,23327200
2010-03-29,3.530000,3.727500,3.525000,3.687500,3.548240,4630400
2010-03-30,3.652500,3.812500,3.565000,3.617500,3.480884,2663200
2010-03-31,3.657500,3.775000,3.582500,3.745000,3.603569,2232400
2010-04-01,3.755000,4.000000,3.755000,4.000000,3.848939,2813600
2010-04-05,4.140000,4.645000,4.017500,4.280000,4.118364,3405200
2010-04-06,4.315000,4.427500,4.025000,4.222500,4.063035,1514000
2010-04-07,4.257500,4.330000,4.100000,4.187500,4.029358,855600
2010-04-08,4.145000,4.165000,4.012500,4.047500,3.894645,510000
2010-04-09,4.125000,4.187500,3.847500,4.060000,3.906673,1247600
2010-04-12,4.102500,4.115000,3.997500,4.047500,3.894645,422800
2010-04-13,4.002500,4.065000,3.912500,3.952500,3.803233,1053600
2010-04-14,3.917500,4.000000,3.740000,3.762500,3.620408,3005600
2010-04-15,3.745000,3.937500,3.667500,3.895000,3.747904,1077200
2010-04-16,3.875000,3.875000,3.800000,3.850000,3.704603,189600
2010-04-19,3.825000,4.120000,3.812500,4.112500,3.957190,1584400
2010-04-20,4.125000,4.137500,3.960000,4.135000,3.978841,475200
2010-04-21,4.177500,4.177500,4.000000,4.007500,3.856156,370000
2010-04-22,3.970000,4.102500,3.880000,4.085000,3.930728,203600
2010-04-23,4.085000,4.140000,4.010000,4.140000,3.983651,191600
2010-04-26,4.182500,4.182500,4.087500,4.122500,3.966813,224000
2010-04-27,4.100000,4.175000,4.062500,4.062500,3.909078,354400
2010-04-28,4.062500,4.082500,3.882500,3.900000,3.752715,440000
2010-04-29,3.892500,3.895000,3.750000,3.782500,3.639653,460000
2010-04-30,3.775000,3.862500,3.732500,3.772500,3.630031,440800
2010-05-03,3.755000,3.792500,3.737500,3.775000,3.632436,158000
2010-05-04,3.762500,3.765000,3.625000,3.635000,3.497723,410000
2010-05-05,3.625000,3.630000,3.487500,3.525000,3.391878,1049600
2010-05-06,3.485000,3.547500,3.452500,3.490000,3.358199,1473200
2010-05-07,3.500000,3.597500,3.495000,3.570000,3.435178,242000
2010-05-10,3.587500,3.852500,3.587500,3.787500,3.644464,255600
2010-05-11,3.750000,3.770000,3.687500,3.695000,3.555457,805200
2010-05-12,3.697500,3.750000,3.630000,3.667500,3.528996,174400
2010-05-13,3.675000,3.732500,3.630000,3.672500,3.533807,117600
2010-05-14,3.722500,3.722500,3.632500,3.667500,3.528996,262000
2010-05-17,3.682500,3.750000,3.647500,3.747500,3.605974,558400
2010-05-18,3.790000,3.812500,3.657500,3.762500,3.620408,277200
2010-05-19,3.742500,3.755000,3.580000,3.625000,3.488101,837200
2010-05-20,3.625000,3.635000,3.502500,3.600000,3.464045,106400
2010-05-21,3.535000,3.622500,3.465000,3.567500,3.432772,173600
2010-05-24,3.542500,3.657500,3.542500,3.597500,3.461639,14800
2010-05-25,3.507500,3.600000,3.490000,3.550000,3.415933,48000
2010-05-26,3.605000,3.605000,3.462500,3.507500,3.375038,79200
2010-05-27,3.560000,3.647500,3.525000,3.525000,3.391878,75600
2010-05-28,3.550000,3.585000,3.550000,3.585000,3.449611,57200
2010-06-01,3.650000,3.725000,3.550000,3.572500,3.437583,104400
2010-06-02,3.562500,3.602500,3.525000,3.565000,3.430367,81200
2010-06-03,3.545000,3.645000,3.527500,3.527500,3.394283,120000
2010-06-04,3.525000,3.555000,3.525000,3.555000,3.420744,51600
2010-06-07,3.542500,3.545000,3.512500,3.512500,3.379849,97200
2010-06-08,3.515000,3.527500,3.475000,3.475000,3.343765,104800
2010-06-09,3.612500,3.617500,3.512500,3.520000,3.387066,68000
2010-06-10,3.477500,3.537500,3.477500,3.525000,3.391878,153200
2010-06-11,3.495000,3.525000,3.475000,3.475000,3.343765,46400
2010-06-14,3.475000,3.600000,3.475000,3.500000,3.367821,54800
2010-06-15,3.500000,3.520000,3.475000,3.520000,3.387066,122800
2010-06-16,3.492500,3.592500,3.492500,3.540000,3.406311,95200
2010-06-17,3.592500,3.597500,3.540000,3.597500,3.461639,41600
2010-06-18,3.587500,3.650000,3.587500,3.635000,3.497723,21600
2010-06-21,3.650000,3.855000,3.650000,3.760000,3.618002,234800
2010-06-22,3.745000,3.810000,3.700000,3.747500,3.605974,39600
2010-06-23,3.740000,3.847500,3.700000,3.847500,3.702198,47200
2010-06-24,3.847500,4.012500,3.765000,4.000000,3.848939,397600
2010-06-25,4.017500,4.050000,4.000000,4.015000,3.863372,162400
2010-06-28,4.012500,4.045000,3.925000,3.937500,3.788799,188000
