1980-03-27	5067600	2.375
1980-04-21	5584800	2.291667
1980-04-24	5502000	2.78125
1980-09-24	7434000	5.708333
1980-09-29	6974400	4.833333
1980-10-30	4430800	4.520833
1980-12-19	6002800	4.958333
1981-02-02	6642400	3.479167
1981-02-06	4361600	4.291667
1981-09-25	3197200	2.458333
1982-10-22	7887200	6.125
1982-11-04	4821600	6.9375
1983-01-18	12904400	8.90625
1983-01-24	11030400	7.96875
1983-02-24	7113200	9.6875
1983-04-06	8934800	7.875
1983-07-18	6127200	14.03125
1983-07-21	6079200	16.96875
1983-09-14	6274200	14.375
1983-11-08	6715000	13.375
1984-06-14	11404400	14.25
1984-07-24	9669800	12.8125
1984-12-13	13423000	12.75
1985-06-18	14905600	11.3125
1986-07-30	8582400	8.125
1987-08-27	15478400	11.5
1987-10-02	22203600	12.3125
1987-10-26	21627200	4.875
1987-10-29	17326000	6.0625
1987-12-03	10723400	4.0
1988-01-07	10905600	5.5
1988-10-13	14490400	5.25
1990-08-07	16443200	2.6875
1990-11-14	7281000	2.375
1990-12-21	10323000	2.6875
1991-04-01	25646400	5.0625
1991-04-17	41565200	7.125
1991-05-17	20217400	5.5
1991-07-15	23771000	6.75
1991-10-03	25872600	4.3125
1991-11-13	30283600	7.0
1991-11-19	31236800	6.25
1992-01-16	59121600	8.875
1992-01-31	43101600	9.4375
1994-06-02	18693200	14.5625
1995-10-10	30561600	12.5
1996-09-25	23658400	8.0
1997-01-17	71709600	17.5
1997-01-27	40131600	15.375
1997-03-13	100658600	23.6875
1997-03-24	86962800	18.8125
1997-03-26	93167800	21.125
1997-04-03	85025800	19.0
1997-04-08	82095400	21.6875
1997-10-01	91647000	13.5
1997-10-27	55572800	10.5
1998-01-12	47518000	8.875
1998-01-13	44592800	10.4375
1998-02-26	82833000	12.5625
1998-07-13	65020400	7.71875
1998-08-18	57004200	10.03125
1998-08-31	46225600	6.5
1998-09-23	73161200	10.46875
1998-10-06	84231200	9.9375
1998-10-08	86290000	7.0
1998-11-24	79292800	12.8125
1998-12-08	76639400	16.0
1999-01-11	168356400	15.9375
1999-02-01	135505400	12.4375
1999-05-19	45631000	10.8125
1999-10-19	37222800	8.21875
1999-11-11	93271400	14.125
1999-12-07	84981000	15.875
2000-01-14	130136000	20.1875
2000-01-24	121363000	17.25
2000-01-25	111466400	20.0
2000-02-28	87421200	18.875
2000-03-09	131833200	29.0625
2000-03-14	120018600	24.0
2000-04-14	164454000	33.0
2000-05-16	97185400	44.25
2000-05-25	115857400	35.3125
2000-06-21	78437000	47.5
2000-07-05	104189000	37.625
2000-08-10	151160200	28.5
2000-10-18	134246600	18.125
2000-10-20	113837600	22.125
2000-11-06	73034600	24.3125
2000-12-06	92161200	14.4375
2000-12-11	74835300	17.3125
2001-03-08	82043700	26.0
2001-03-27	112140700	29.690001
2001-04-09	121283300	19.700001
2001-05-02	98727400	32.950001
2001-05-21	83079000	34.400002
2001-06-04	81616200	27.610001
2001-06-08	79043500	31.1
2001-07-03	95866600	29.76
2001-08-02	76384500	19.76
2001-10-01	78154000	7.93
2001-10-16	60582800	10.61
2001-10-19	52045700	9.19
2001-12-12	97275200	18.309999
2002-02-07	68861900	13.49
2002-02-13	73007700	15.5
2002-02-22	71122200	12.85
2002-04-17	82511800	14.82
2002-06-11	56131900	9.33
2002-06-17	80558400	10.8
2002-06-21	91771100	8.04
2002-06-28	71151200	9.72
2002-08-02	52727600	7.31
2002-08-21	57508100	10.7
2002-10-07	114806600	3.2
2002-10-16	89381500	3.49
2002-11-06	68576600	7.23
2002-11-20	228269600	5.55
2002-11-29	241269700	9.0
2003-01-13	121155200	7.45
2003-03-21	97281600	7.15
2003-04-22	137654200	8.44
2003-09-08	175591700	12.45
2003-11-13	163461200	18.290001
2004-01-20	169513600	17.379999
2004-07-30	117997600	12.49
2004-12-06	158720500	24.85
2006-05-19	218302600	34.950001
2006-07-24	284309100	17.389999
2006-10-16	393515300	25.379999
2008-01-09	462467600	5.53
2008-02-01	281921700	8.0
2008-06-05	262619400	7.78
2008-06-17	267794200	7.72
2008-07-17	337951100	5.3
2008-09-30	328612600	5.25
2008-10-10	387585100	3.81
2008-10-28	220277300	2.84
2008-11-04	193005400	3.8
2008-11-25	210397100	1.8
2008-11-28	231342100	2.36
2008-12-23	115791700	1.96
2009-01-06	159925000	2.78
2009-01-20	181869900	2.0
2009-02-10	161294200	2.11
2009-02-13	155609000	2.42
2009-03-26	226110500	3.56
2009-04-01	215957400	3.02
2009-07-08	242513600	3.36
2009-07-20	312951400	4.17
2010-05-06	398962200	8.27
2010-05-12	418970500	9.49
2010-06-09	312466900	7.61
2011-02-17	361239100	9.44
2011-09-15	274965100	7.34
2011-10-28	291675800	5.94
2012-07-03	202646700	6.03
2012-09-17	407452400	4.01
2012-12-28	253180700	2.28
2013-01-22	346228000	2.45
2013-04-05	193147400	2.29
2013-05-15	497330400	4.38
2013-10-16	609369100	4.09
2014-07-16	660000200	4.66
2015-01-20	324711300	2.24
2015-06-22	290104900	2.62
2015-07-27	172243200	1.62
2015-08-03	176549000	2.2
2015-09-11	113358800	2.01
2016-01-20	193469100	1.8
2016-04-22	372374200	3.99
2016-05-27	294611400	4.6
2016-06-21	380899800	5.45
2016-07-26	541390300	6.98
2016-11-10	551162700	6.3
2017-02-27	1000932000	15.2
2017-05-08	939761000	10.04
2017-05-16	888609500	12.75
2017-06-08	1006899000	12.9
2017-06-22	1203651700	14.38
2017-07-03	888622600	12.15
2017-09-20	806213600	13.74
2017-11-01	968820300	10.8
2018-01-31	834448000	13.74
2018-10-10	1241503700	25.0
2018-10-16	1190082800	28.18
2018-10-29	1331967600	16.85
2018-11-07	1201983200	21.84
2018-11-12	1134505300	19.030001
2018-11-15	1006443400	21.49
2018-11-21	1072801000	18.73
2018-12-03	1141302200	23.709999
2018-12-24	1153449000	16.65
2019-01-29	1322787300	19.25
2019-03-21	983793300	27.889999
2019-03-27	1071183200	24.889999
2019-06-10	994269200	33.23
2019-08-05	978788500	27.99
2019-08-09	1032274100	34.189999
