idx,date,Close,MA,MACD,D,RSI,Supported_point,Pressed_point
603,2017-03-28,13.69,2,2,2.0,1.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
604,2017-03-29,13.71,3,2,2.0,2.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
605,2017-03-30,14.05,2,2,2.0,2.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
606,2017-03-31,14.55,2,2,2.0,4.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
607,2017-04-03,14.64,2,2,2.0,4.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
608,2017-04-04,14.16,1,2,3.0,3.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
609,2017-04-05,14.17,1,2,3.0,3.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
610,2017-04-06,13.27,2,2,2.0,2.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
611,2017-04-07,13.52,2,1,2.0,1.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
612,2017-04-10,13.1,3,1,2.0,0.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
613,2017-04-11,13.1,3,1,2.0,0.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
614,2017-04-12,12.76,3,0,1.0,0.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
615,2017-04-13,12.31,3,0,1.0,0.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
616,2017-04-17,12.79,3,0,1.0,1.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
617,2017-04-18,12.95,3,0,1.0,1.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
618,2017-04-19,12.84,3,0,1.0,2.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
619,2017-04-20,13.11,3,0,1.0,2.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
620,2017-04-21,13.0,3,0,1.0,2.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
621,2017-04-24,13.13,3,0,2.0,4.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
622,2017-04-25,13.49,3,0,2.0,4.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
623,2017-04-26,13.41,3,0,3.0,3.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
624,2017-04-27,13.62,3,1,3.0,4.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
625,2017-04-28,13.3,2,1,3.0,2.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
626,2017-05-01,13.62,2,1,3.0,3.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
627,2017-05-02,10.32,4,0,3.0,0.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
628,2017-05-03,10.39,4,0,2.0,0.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
629,2017-05-04,10.1,5,0,2.0,0.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
630,2017-05-05,10.19,5,0,1.0,0.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
631,2017-05-08,10.04,5,0,1.0,0.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
632,2017-05-09,10.18,5,0,1.0,0.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
633,2017-05-10,10.79,5,0,1.0,3.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
634,2017-05-11,11.07,6,0,1.0,3.0,"{""6.3"": 1.0, ""2.1"": 0.7}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
635,2017-05-12,11.26,6,0,1.0,4.0,"{""9.9"": 1.0, ""6.3"": 0.51}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
636,2017-05-15,11.42,6,0,1.0,4.0,"{""9.9"": 1.0}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
637,2017-05-16,12.75,6,0,2.0,5.0,"{""9.9"": 1.0}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
638,2017-05-17,11.2,6,0,2.0,3.0,"{""9.9"": 1.0}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
639,2017-05-18,11.28,6,0,2.0,2.0,"{""9.9"": 1.0}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
640,2017-05-19,11.41,6,0,2.0,2.0,"{""9.9"": 1.0}","{""15.0"": 1.0, ""3.9"": 0.75, ""6.9"": 0.66, ""5.4"": 0.51}"
641,2017-05-22,11.04,5,0,2.0,2.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""3.9"": 0.64, ""6.9"": 0.56}"
642,2017-05-23,10.89,5,0,2.0,2.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""3.9"": 0.64, ""6.9"": 0.56}"
643,2017-05-24,10.89,5,0,1.0,0.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""3.9"": 0.64, ""6.9"": 0.56}"
644,2017-05-25,10.98,5,0,1.0,1.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""3.9"": 0.64, ""6.9"": 0.56}"
645,2017-05-26,11.0,5,0,1.0,1.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""3.9"": 0.64, ""6.9"": 0.56}"
646,2017-05-30,11.12,5,0,1.0,1.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""3.9"": 0.64, ""6.9"": 0.56}"
647,2017-05-31,11.19,6,0,1.0,3.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""3.9"": 0.64, ""6.9"": 0.56}"
648,2017-06-01,10.93,6,0,1.0,2.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""3.9"": 0.64, ""6.9"": 0.56}"
649,2017-06-02,10.9,6,0,1.0,2.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""3.9"": 0.64, ""6.9"": 0.56}"
650,2017-06-05,11.24,6,0,1.0,3.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""3.9"": 0.64, ""6.9"": 0.56}"
651,2017-06-06,12.03,6,1,2.0,4.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""3.9"": 0.64, ""6.9"": 0.56}"
652,2017-06-07,12.38,7,1,2.0,4.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""3.9"": 0.64, ""6.9"": 0.56}"
653,2017-06-08,12.9,7,2,2.0,4.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""3.9"": 0.64, ""6.9"": 0.56}"
654,2017-06-09,12.28,7,2,3.0,3.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""3.9"": 0.64, ""6.9"": 0.56}"
655,2017-06-12,12.09,7,2,3.0,3.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""3.9"": 0.64, ""6.9"": 0.56}"
656,2017-06-13,11.96,7,2,3.0,3.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""3.9"": 0.64, ""6.9"": 0.56}"
657,2017-06-14,11.77,7,2,2.0,2.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""3.9"": 0.64, ""6.9"": 0.56}"
658,2017-06-15,11.5,7,2,2.0,1.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""12.9"": 0.79, ""3.9"": 0.64, ""6.9"": 0.56}"
659,2017-06-16,11.44,7,2,2.0,0.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""12.9"": 0.79, ""3.9"": 0.64, ""6.9"": 0.56}"
660,2017-06-19,11.93,7,2,2.0,1.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""12.9"": 0.79, ""3.9"": 0.64, ""6.9"": 0.56}"
661,2017-06-20,12.64,7,2,2.0,3.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""12.9"": 0.79, ""3.9"": 0.64, ""6.9"": 0.56}"
662,2017-06-21,13.98,7,3,2.0,4.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""12.9"": 0.79, ""3.9"": 0.64, ""6.9"": 0.56}"
663,2017-06-22,14.38,7,3,2.0,4.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""12.9"": 0.79, ""3.9"": 0.64, ""6.9"": 0.56}"
664,2017-06-23,14.17,7,3,3.0,4.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""12.9"": 0.79, ""3.9"": 0.64, ""6.9"": 0.56}"
665,2017-06-26,14.08,7,4,3.0,4.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""12.9"": 0.79, ""3.9"": 0.64, ""6.9"": 0.56}"
666,2017-06-27,13.4,7,4,3.0,3.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""12.9"": 0.79, ""3.9"": 0.64, ""6.9"": 0.56}"
667,2017-06-28,13.23,8,4,3.0,3.0,"{""9.9"": 1.0}","{""12.75"": 1.0, ""15.0"": 0.85, ""12.9"": 0.79, ""3.9"": 0.64, ""6.9"": 0.56}"
668,2017-06-29,12.6,8,3,3.0,0.0,"{""9.9"": 1.0}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
669,2017-06-30,12.48,8,3,2.0,0.0,"{""9.9"": 1.0}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
670,2017-07-03,12.15,8,3,2.0,0.0,"{""9.9"": 1.0}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
671,2017-07-05,13.19,2,3,2.0,1.0,"{""9.9"": 1.0}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
672,2017-07-06,13.02,2,3,1.0,2.0,"{""9.9"": 1.0}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
673,2017-07-07,13.36,1,3,1.0,2.0,"{""9.9"": 1.0}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
674,2017-07-10,13.81,1,3,2.0,3.0,"{""9.9"": 1.0, ""12.15"": 0.87}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
675,2017-07-11,13.89,1,3,2.0,3.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
676,2017-07-12,14.29,1,3,3.0,4.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
677,2017-07-13,13.53,1,3,3.0,2.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
678,2017-07-14,13.92,1,3,3.0,3.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
679,2017-07-17,13.8,1,3,3.0,3.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
680,2017-07-18,13.48,2,3,3.0,2.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
681,2017-07-19,13.55,2,3,3.0,2.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
682,2017-07-20,13.8,2,3,2.0,1.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
683,2017-07-21,13.88,2,3,2.0,3.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
684,2017-07-24,14.16,1,3,2.0,3.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
685,2017-07-25,14.11,1,3,2.0,3.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
686,2017-07-26,14.76,1,3,3.0,4.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
687,2017-07-27,14.12,1,3,2.0,3.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
688,2017-07-28,13.95,1,3,2.0,2.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
689,2017-07-31,13.61,2,3,2.0,2.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
690,2017-08-01,13.71,2,3,2.0,1.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
691,2017-08-02,13.37,2,2,1.0,1.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
692,2017-08-03,13.24,2,2,1.0,0.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
693,2017-08-04,13.12,3,2,1.0,0.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
694,2017-08-07,13.43,3,2,0.0,1.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
695,2017-08-08,13.11,3,2,0.0,1.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
696,2017-08-09,12.83,3,1,0.0,1.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
697,2017-08-10,12.12,3,1,0.0,0.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
698,2017-08-11,12.23,3,1,0.0,1.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
699,2017-08-14,12.76,3,1,0.0,2.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
700,2017-08-15,13.02,3,1,1.0,2.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
701,2017-08-16,12.63,3,1,1.0,1.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
702,2017-08-17,12.34,3,1,1.0,1.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
703,2017-08-18,12.37,3,0,1.0,2.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
704,2017-08-21,12.05,3,0,1.0,2.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
705,2017-08-22,12.17,3,0,1.0,1.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
706,2017-08-23,12.48,3,0,1.0,1.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
707,2017-08-24,12.5,3,0,1.0,2.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
708,2017-08-25,12.43,3,0,1.0,2.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
709,2017-08-28,12.23,4,0,1.0,2.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
710,2017-08-29,12.15,4,0,1.0,2.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
711,2017-08-30,12.67,4,0,2.0,3.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
712,2017-08-31,13.0,4,1,2.0,3.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
713,2017-09-01,13.19,4,1,2.0,3.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
714,2017-09-05,12.92,4,1,3.0,3.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
715,2017-09-06,12.86,9,1,3.0,3.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
716,2017-09-07,12.63,9,1,3.0,3.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
717,2017-09-08,12.25,6,1,2.0,1.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
718,2017-09-11,12.55,6,1,2.0,1.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
719,2017-09-12,12.3,6,1,2.0,1.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
720,2017-09-13,12.22,5,1,2.0,1.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
721,2017-09-14,12.26,5,1,1.0,1.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
722,2017-09-15,12.52,6,1,1.0,2.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
723,2017-09-18,13.08,6,1,1.0,3.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
724,2017-09-19,13.12,6,1,2.0,3.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
725,2017-09-20,13.74,7,2,2.0,4.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
726,2017-09-21,13.41,7,2,2.0,4.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
727,2017-09-22,13.3,7,2,3.0,3.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
728,2017-09-25,12.61,7,2,2.0,2.0,"{""9.9"": 1.0, ""12.15"": 0.95}","{""14.25"": 1.0, ""12.75"": 0.95, ""15.0"": 0.81, ""12.9"": 0.76, ""3.9"": 0.61, ""6.9"": 0.53}"
