idx,date,Close,MA,MACD,D,RSI,Supported_point,Pressed_point
61,2000-03-10,37.25,-1,0,1.0,0.0,{},{}
62,2000-03-13,37.96875,-1,0,1.0,2.0,{},{}
63,2000-03-14,36.4375,-1,0,1.0,0.0,{},{}
64,2000-03-15,38.75,-1,0,1.0,2.0,{},{}
65,2000-03-16,41.375,-1,0,1.0,3.0,{},{}
66,2000-03-17,40.9375,-1,0,2.0,3.0,{},{}
67,2000-03-20,39.3125,-1,0,2.0,3.0,{},{}
68,2000-03-21,42.25,-1,0,2.0,3.0,{},{}
69,2000-03-22,42.0625,-1,0,2.0,3.0,{},{}
70,2000-03-23,44.0,-1,0,3.0,3.0,{},{}
71,2000-03-24,42.5625,-1,0,3.0,2.0,{},{}
72,2000-03-27,39.4375,-1,0,3.0,2.0,{},{}
73,2000-03-28,39.75,-1,0,3.0,2.0,{},{}
74,2000-03-29,39.515625,-1,0,2.0,1.0,{},"{""43.52"": 1.0}"
75,2000-03-30,38.3125,-1,0,2.0,1.0,{},"{""43.52"": 1.0}"
76,2000-03-31,41.625,-1,0,2.0,1.0,{},"{""43.52"": 1.0}"
77,2000-04-03,40.0,-1,1,1.0,1.0,{},"{""43.52"": 1.0}"
78,2000-04-04,41.625,-1,1,1.0,3.0,{},"{""43.52"": 1.0}"
79,2000-04-05,41.125,-1,1,2.0,2.0,{},"{""43.52"": 1.0}"
80,2000-04-06,42.5,-1,1,2.0,3.0,{},"{""43.52"": 1.0}"
81,2000-04-07,40.625,9,1,2.0,3.0,{},"{""43.52"": 1.0}"
82,2000-04-10,42.375,9,2,2.0,2.0,{},"{""43.52"": 1.0}"
83,2000-04-11,45.125,9,2,2.0,3.0,{},"{""43.52"": 1.0}"
84,2000-04-12,45.625,9,2,2.0,3.0,{},"{""43.52"": 1.0}"
85,2000-04-13,47.5,9,3,3.0,4.0,{},"{""43.52"": 1.0}"
86,2000-04-14,45.1875,9,3,3.0,3.0,{},"{""43.52"": 1.0}"
87,2000-04-17,44.9375,9,3,3.0,3.0,{},"{""43.52"": 1.0}"
88,2000-04-18,43.6875,9,3,2.0,2.0,{},"{""43.52"": 1.0}"
89,2000-04-19,40.875,9,3,2.0,1.0,{},"{""46.92"": 1.0}"
90,2000-04-20,43.0,9,3,2.0,1.0,{},"{""46.92"": 1.0}"
91,2000-04-24,43.5,9,3,2.0,1.0,{},"{""46.92"": 1.0}"
92,2000-04-25,44.625,9,3,2.0,2.0,{},"{""46.92"": 1.0}"
93,2000-04-26,42.9375,9,3,2.0,1.0,{},"{""46.92"": 1.0}"
94,2000-04-27,41.4375,9,3,1.0,1.0,{},"{""46.92"": 1.0}"
95,2000-04-28,41.5,9,2,1.0,2.0,{},"{""46.92"": 1.0}"
96,2000-05-01,41.75,9,2,1.0,1.0,{},"{""46.92"": 1.0}"
97,2000-05-02,42.9375,9,2,1.0,2.0,{},"{""46.92"": 1.0}"
98,2000-05-03,40.6875,9,2,1.0,1.0,{},"{""46.92"": 1.0}"
99,2000-05-04,40.625,9,2,1.0,1.0,{},"{""46.92"": 1.0}"
100,2000-05-05,40.75,9,2,1.0,2.0,{},"{""46.92"": 1.0}"
101,2000-05-08,42.0,9,2,1.0,2.0,{},"{""46.92"": 1.0}"
102,2000-05-09,42.0,9,2,1.0,2.0,{},"{""46.92"": 1.0}"
103,2000-05-10,39.9375,9,2,1.0,1.0,{},"{""46.92"": 1.0}"
104,2000-05-11,41.25,9,2,1.0,2.0,{},"{""46.92"": 1.0}"
105,2000-05-12,41.875,9,2,1.0,3.0,{},"{""46.92"": 1.0}"
106,2000-05-15,42.375,9,2,2.0,3.0,{},"{""46.92"": 1.0}"
107,2000-05-16,41.9375,9,2,2.0,2.0,{},"{""46.92"": 1.0}"
108,2000-05-17,41.3125,9,2,2.0,2.0,{},"{""46.92"": 1.0}"
109,2000-05-18,41.375,9,2,2.0,3.0,{},"{""46.92"": 1.0}"
110,2000-05-19,41.40625,9,2,2.0,2.0,{},"{""46.92"": 1.0}"
111,2000-05-22,42.375,9,2,2.0,2.0,{},"{""46.92"": 1.0}"
112,2000-05-23,43.0,9,3,3.0,3.0,{},"{""46.92"": 1.0}"
113,2000-05-24,44.0,9,3,3.0,4.0,{},"{""46.92"": 1.0}"
114,2000-05-25,43.875,9,3,3.0,4.0,{},"{""46.92"": 1.0}"
115,2000-05-26,44.9375,9,3,3.0,4.0,{},"{""46.92"": 1.0}"
116,2000-05-30,46.796875,9,3,3.0,4.0,{},"{""46.92"": 1.0}"
117,2000-05-31,46.625,9,4,4.0,4.0,{},"{""46.92"": 1.0}"
118,2000-06-01,47.4375,9,4,4.0,4.0,{},"{""46.92"": 1.0}"
119,2000-06-02,48.3125,9,4,4.0,4.0,{},"{""46.92"": 1.0}"
120,2000-06-05,47.75,1,4,4.0,4.0,{},"{""46.92"": 1.0}"
121,2000-06-06,46.375,1,4,4.0,3.0,{},"{""46.92"": 1.0}"
122,2000-06-07,46.875,1,4,3.0,2.0,{},"{""46.92"": 1.0}"
123,2000-06-08,45.125,2,4,3.0,1.0,{},"{""46.92"": 1.0}"
124,2000-06-09,45.25,2,4,2.0,1.0,{},"{""46.92"": 1.0}"
125,2000-06-12,46.1875,2,4,2.0,1.0,{},"{""46.92"": 1.0}"
126,2000-06-13,46.0,2,4,2.0,1.0,{},"{""46.92"": 1.0}"
127,2000-06-14,45.4375,2,4,1.0,1.0,{},"{""46.92"": 1.0}"
128,2000-06-15,46.0625,2,3,1.0,2.0,{},"{""46.92"": 1.0}"
129,2000-06-16,45.0,2,3,1.0,2.0,{},"{""46.92"": 1.0}"
130,2000-06-19,47.125,1,3,1.0,3.0,{},"{""46.92"": 1.0}"
131,2000-06-20,48.625,1,4,2.0,3.0,{},"{""46.92"": 1.0}"
132,2000-06-21,47.5625,1,4,2.0,3.0,{},"{""46.92"": 1.0}"
133,2000-06-22,47.4375,1,4,2.0,3.0,{},"{""46.92"": 1.0}"
134,2000-06-23,47.6875,1,4,3.0,3.0,{},"{""46.92"": 1.0}"
135,2000-06-26,47.625,1,4,3.0,3.0,{},"{""46.92"": 1.0}"
136,2000-06-27,47.5,2,4,3.0,2.0,{},"{""46.92"": 1.0}"
137,2000-06-28,47.375,2,4,3.0,0.0,{},"{""46.92"": 1.0}"
138,2000-06-29,46.3125,2,3,3.0,0.0,{},"{""46.92"": 1.0}"
139,2000-06-30,45.890625,2,3,2.0,0.0,{},"{""46.92"": 1.0}"
140,2000-07-03,47.5,2,3,2.0,2.0,{},"{""46.92"": 1.0}"
141,2000-07-05,47.0625,2,3,2.0,2.0,{},"{""46.92"": 1.0}"
142,2000-07-06,46.75,2,3,2.0,2.0,{},"{""46.92"": 1.0}"
143,2000-07-07,47.375,2,3,3.0,2.0,{},"{""46.92"": 1.0}"
144,2000-07-10,47.375,1,3,3.0,3.0,{},"{""46.92"": 1.0}"
145,2000-07-11,47.3125,1,3,3.0,3.0,{},"{""46.92"": 1.0}"
146,2000-07-12,46.6875,2,3,3.0,1.0,{},"{""46.92"": 1.0}"
147,2000-07-13,47.625,2,3,3.0,3.0,{},"{""46.92"": 1.0}"
148,2000-07-14,47.75,1,3,3.0,3.0,{},"{""46.92"": 1.0}"
149,2000-07-17,45.875,2,3,3.0,1.0,{},"{""46.92"": 1.0}"
150,2000-07-18,46.0,2,3,3.0,1.0,{},"{""46.92"": 1.0}"
151,2000-07-19,45.4375,3,3,2.0,1.0,{},"{""46.92"": 1.0}"
152,2000-07-20,46.5625,3,3,2.0,2.0,{},"{""46.92"": 1.0}"
153,2000-07-21,46.1875,3,2,2.0,1.0,{},"{""46.92"": 1.0}"
154,2000-07-24,45.6875,3,2,2.0,1.0,{},"{""46.92"": 1.0}"
155,2000-07-25,45.5,3,2,1.0,2.0,{},"{""46.92"": 1.0}"
156,2000-07-26,44.0,3,2,1.0,1.0,{},"{""46.92"": 1.0}"
157,2000-07-27,44.5,3,2,1.0,1.0,{},"{""46.92"": 1.0}"
158,2000-07-28,43.875,3,2,1.0,0.0,{},"{""46.92"": 1.0}"
159,2000-07-31,43.75,3,2,0.0,0.0,{},"{""46.92"": 1.0}"
160,2000-08-01,43.5625,3,2,0.0,0.0,{},"{""46.92"": 1.0}"
161,2000-08-02,44.9375,3,2,0.0,2.0,{},"{""46.92"": 1.0}"
162,2000-08-03,45.75,3,2,1.0,3.0,{},"{""46.92"": 1.0}"
163,2000-08-04,46.4375,3,2,1.0,3.0,{},"{""46.92"": 1.0}"
164,2000-08-07,45.5,3,2,2.0,3.0,{},"{""46.92"": 1.0}"
165,2000-08-08,45.25,3,2,2.0,3.0,{},"{""46.92"": 1.0}"
166,2000-08-09,44.0,3,2,2.0,2.0,{},"{""46.92"": 1.0}"
167,2000-08-10,44.875,3,2,2.0,2.0,{},"{""46.92"": 1.0}"
168,2000-08-11,45.09375,3,2,2.0,2.0,{},"{""46.92"": 1.0}"
169,2000-08-14,44.4375,3,2,1.0,1.0,{},"{""46.92"": 1.0}"
170,2000-08-15,44.0,3,2,1.0,1.0,{},"{""46.92"": 1.0}"
171,2000-08-16,43.25,3,2,1.0,1.0,{},"{""46.92"": 1.0}"
172,2000-08-17,43.875,3,2,1.0,2.0,{},"{""46.92"": 1.0}"
173,2000-08-18,43.4375,3,2,1.0,1.0,{},"{""46.92"": 1.0}"
174,2000-08-21,42.375,3,2,1.0,0.0,{},"{""46.92"": 1.0}"
175,2000-08-22,42.5625,3,2,0.0,1.0,{},"{""46.92"": 1.0}"
176,2000-08-23,41.0625,3,1,0.0,0.0,{},"{""46.92"": 1.0}"
177,2000-08-24,42.5625,3,1,0.0,2.0,{},"{""46.92"": 1.0}"
178,2000-08-25,42.75,3,1,1.0,1.0,{},"{""46.92"": 1.0}"
179,2000-08-28,42.375,3,1,1.0,1.0,{},"{""46.92"": 1.0}"
180,2000-08-29,42.25,3,1,1.0,2.0,{},"{""46.92"": 1.0}"
181,2000-08-30,43.125,3,2,1.0,2.0,{},"{""46.92"": 1.0}"
182,2000-08-31,44.75,3,2,2.0,4.0,{},"{""46.92"": 1.0}"
183,2000-09-01,43.6875,4,2,2.0,3.0,{},"{""46.92"": 1.0}"
184,2000-09-05,43.625,4,2,3.0,3.0,{},"{""46.92"": 1.0}"
185,2000-09-06,43.75,4,2,3.0,3.0,{},"{""46.92"": 1.0}"
186,2000-09-07,45.4375,4,2,3.0,3.0,{},"{""46.92"": 1.0}"
187,2000-09-08,45.75,4,2,3.0,3.0,{},"{""46.92"": 1.0}"
188,2000-09-11,46.25,4,3,3.0,3.0,{},"{""46.92"": 1.0}"
189,2000-09-12,46.125,4,3,4.0,4.0,{},"{""46.92"": 1.0}"
190,2000-09-13,46.0,4,3,4.0,4.0,{},"{""46.92"": 1.0}"
191,2000-09-14,45.75,4,3,4.0,4.0,{},"{""46.92"": 1.0}"
192,2000-09-15,46.0,4,3,3.0,3.0,{},"{""46.92"": 1.0}"
193,2000-09-18,44.75,4,3,3.0,1.0,{},"{""46.92"": 1.0}"
194,2000-09-19,45.0,4,3,3.0,1.0,{},"{""46.92"": 1.0}"
195,2000-09-20,44.875,7,3,2.0,1.0,{},"{""46.92"": 1.0}"
196,2000-09-21,44.25,7,3,2.0,0.0,{},"{""46.92"": 1.0}"
197,2000-09-22,44.8125,7,3,2.0,1.0,{},"{""46.92"": 1.0}"
198,2000-09-25,45.875,4,3,2.0,2.0,{},"{""46.92"": 1.0}"
199,2000-09-26,47.171875,9,3,2.0,4.0,{},"{""46.92"": 1.0}"
200,2000-09-27,49.4375,9,3,2.0,4.0,{},"{""46.92"": 1.0}"
201,2000-09-28,51.75,9,4,3.0,4.0,{},"{""46.92"": 1.0}"
202,2000-09-29,51.140625,1,4,3.0,4.0,{},"{""46.92"": 1.0}"
203,2000-10-02,51.375,1,4,3.0,4.0,{},"{""46.92"": 1.0}"
204,2000-10-03,52.9375,1,4,4.0,4.0,{},"{""46.92"": 1.0}"
205,2000-10-04,53.0,1,4,4.0,4.0,{},"{""46.92"": 1.0}"
206,2000-10-05,53.3125,1,4,4.0,4.0,{},"{""46.92"": 1.0}"
207,2000-10-06,53.125,1,4,4.0,3.0,{},"{""46.92"": 1.0}"
208,2000-10-09,52.6875,1,4,4.0,3.0,{},"{""46.92"": 1.0}"
209,2000-10-10,51.4375,2,4,4.0,2.0,{},"{""46.92"": 1.0}"
210,2000-10-11,48.375,2,4,3.0,0.0,{},"{""46.92"": 1.0}"
211,2000-10-12,46.8125,2,4,3.0,0.0,{},"{""46.92"": 1.0}"
212,2000-10-13,49.5625,2,4,3.0,1.0,{},"{""46.92"": 1.0}"
213,2000-10-16,50.75,2,4,2.0,1.0,{},"{""46.92"": 1.0}"
214,2000-10-17,50.625,2,4,2.0,1.0,{},"{""46.92"": 1.0}"
215,2000-10-18,48.875,2,4,2.0,1.0,{},"{""46.92"": 1.0}"
216,2000-10-19,49.9375,1,3,2.0,2.0,{},"{""46.92"": 1.0}"
217,2000-10-20,50.5625,1,3,2.0,3.0,{},"{""46.92"": 1.0}"
218,2000-10-23,50.5625,1,3,3.0,3.0,{},"{""46.92"": 1.0}"
219,2000-10-24,52.0,1,3,3.0,3.0,{},"{""46.92"": 1.0}"
220,2000-10-25,52.3125,1,4,3.0,3.0,{},"{""46.92"": 1.0}"
221,2000-10-26,53.5,1,4,3.0,5.0,{},"{""46.92"": 1.0}"
222,2000-10-27,54.5625,1,4,3.0,5.0,{},"{""46.92"": 1.0}"
223,2000-10-30,56.6875,1,4,4.0,5.0,{},"{""46.92"": 1.0}"
224,2000-10-31,57.4375,1,4,4.0,5.0,{},"{""46.92"": 1.0}"
225,2000-11-01,56.0625,1,4,4.0,3.0,{},"{""46.92"": 1.0}"
226,2000-11-02,57.0,1,4,4.0,4.0,{},"{""46.92"": 1.0}"
227,2000-11-03,57.4375,1,4,4.0,3.0,{},"{""46.92"": 1.0}"
228,2000-11-06,57.875,1,4,4.0,3.0,{},"{""46.92"": 1.0}"
229,2000-11-07,57.375,1,4,4.0,2.0,{},"{""46.92"": 1.0}"
230,2000-11-08,57.75,1,4,4.0,2.0,{},"{""46.92"": 1.0}"
231,2000-11-09,56.875,1,4,4.0,3.0,{},"{""46.92"": 1.0}"
232,2000-11-10,56.0,2,4,4.0,1.0,{},"{""46.92"": 1.0}"
233,2000-11-13,55.0625,2,4,3.0,1.0,{},"{""46.92"": 1.0}"
234,2000-11-14,54.375,2,4,3.0,0.0,{},"{""46.92"": 1.0}"
235,2000-11-15,54.0,2,4,2.0,0.0,{},"{""46.92"": 1.0}"
236,2000-11-16,53.1875,2,4,2.0,0.0,{},"{""46.92"": 1.0}"
237,2000-11-17,52.9375,2,3,1.0,0.0,{},"{""46.92"": 1.0}"
238,2000-11-20,52.0,3,3,1.0,0.0,{},"{""46.92"": 1.0}"
239,2000-11-21,53.875,3,3,1.0,1.0,{},"{""46.92"": 1.0}"
240,2000-11-22,53.3125,3,3,1.0,1.0,{},"{""46.92"": 1.0}"
241,2000-11-24,53.25,3,3,1.0,2.0,{},"{""46.92"": 1.0}"
242,2000-11-27,54.0,3,3,2.0,2.0,{},"{""46.92"": 1.0}"
243,2000-11-28,53.6875,3,2,2.0,2.0,{},"{""46.92"": 1.0}"
244,2000-11-29,55.5,2,3,2.0,4.0,{},"{""46.92"": 1.0}"
245,2000-11-30,54.625,2,3,2.0,2.0,{},"{""46.92"": 1.0}"
246,2000-12-01,55.625,2,3,3.0,3.0,{},"{""46.92"": 1.0}"
247,2000-12-04,55.125,2,3,3.0,3.0,{},"{""46.92"": 1.0}"
248,2000-12-05,58.4375,1,3,3.0,3.0,{},"{""46.92"": 1.0}"
249,2000-12-06,57.6875,1,3,3.0,3.0,{},"{""46.92"": 1.0}"
250,2000-12-07,59.109375,1,4,3.0,3.0,{},"{""46.92"": 1.0}"
251,2000-12-08,60.75,1,4,3.0,4.0,{},"{""46.92"": 1.0}"
252,2000-12-11,62.75,1,4,4.0,4.0,{},"{""46.92"": 1.0}"
253,2000-12-12,60.0625,1,4,4.0,3.0,{},"{""46.92"": 1.0}"
254,2000-12-13,59.5,1,4,4.0,2.0,{},"{""46.92"": 1.0}"
255,2000-12-14,58.15625,2,4,3.0,2.0,{},"{""46.92"": 1.0}"
256,2000-12-15,57.0,2,4,3.0,1.0,{},"{""46.92"": 1.0}"
257,2000-12-18,58.375,2,4,3.0,1.0,{},"{""46.92"": 1.0}"
258,2000-12-19,57.125,2,4,2.0,0.0,{},"{""46.92"": 1.0}"
259,2000-12-20,57.1875,2,3,2.0,1.0,{},"{""46.92"": 1.0}"
260,2000-12-21,58.25,2,3,2.0,2.0,{},"{""46.92"": 1.0}"
261,2000-12-22,61.75,1,4,2.0,3.0,{},"{""46.92"": 1.0}"
262,2000-12-26,61.5,1,4,2.0,4.0,{},"{""46.92"": 1.0}"
263,2000-12-27,61.625,1,4,2.0,3.0,{},"{""46.92"": 1.0}"
264,2000-12-28,62.0625,1,4,3.0,4.0,{},"{""46.92"": 1.0}"
265,2000-12-29,62.4375,1,4,3.0,4.0,{},"{""46.92"": 1.0}"
266,2001-01-02,59.9375,1,4,3.0,3.0,{},"{""46.92"": 1.0}"
267,2001-01-03,61.9375,2,4,3.0,2.0,{},"{""46.92"": 1.0}"
268,2001-01-04,60.6875,2,4,3.0,2.0,{},"{""46.92"": 1.0}"
269,2001-01-05,60.0,2,4,3.0,1.0,{},"{""46.92"": 1.0}"
270,2001-01-08,60.125,2,4,3.0,1.0,{},"{""46.92"": 1.0}"
271,2001-01-09,59.5,2,3,2.0,1.0,{},"{""46.92"": 1.0}"
272,2001-01-10,60.75,2,3,2.0,2.0,{},"{""46.92"": 1.0}"
273,2001-01-11,60.375,2,3,2.0,1.0,{},"{""46.92"": 1.0}"
274,2001-01-12,58.6875,2,3,2.0,1.0,{},"{""46.92"": 1.0}"
275,2001-01-16,60.375,2,3,2.0,2.0,{},"{""46.92"": 1.0}"
276,2001-01-17,59.609375,2,3,1.0,2.0,{},"{""46.92"": 1.0}"
277,2001-01-18,58.625,2,3,1.0,2.0,{},"{""46.92"": 1.0}"
278,2001-01-19,57.75,3,2,1.0,1.0,{},"{""46.92"": 1.0}"
279,2001-01-22,58.6875,3,2,1.0,1.0,{},"{""46.92"": 1.0}"
280,2001-01-23,59.125,3,2,1.0,2.0,{},"{""46.92"": 1.0}"
281,2001-01-24,58.8125,3,2,1.0,1.0,{},"{""46.92"": 1.0}"
282,2001-01-25,57.1875,3,2,1.0,1.0,{},"{""46.92"": 1.0}"
283,2001-01-26,57.0,3,2,1.0,1.0,{},"{""46.92"": 1.0}"
284,2001-01-29,56.75,3,2,1.0,1.0,{},"{""46.92"": 1.0}"
285,2001-01-30,56.0625,3,2,1.0,0.0,{},"{""46.92"": 1.0}"
286,2001-01-31,55.875,3,1,0.0,0.0,{},"{""46.92"": 1.0}"
287,2001-02-01,56.0,3,1,0.0,0.0,{},"{""46.92"": 1.0}"
288,2001-02-02,56.0,3,1,0.0,0.0,{},"{""46.92"": 1.0}"
289,2001-02-05,56.5,3,1,0.0,1.0,{},"{""46.92"": 1.0}"
290,2001-02-06,56.1875,3,1,1.0,1.0,{},"{""46.92"": 1.0}"
291,2001-02-07,56.6875,3,1,1.0,3.0,{},"{""46.92"": 1.0}"
292,2001-02-08,56.875,3,1,1.0,4.0,{},"{""46.92"": 1.0}"
293,2001-02-09,57.4375,3,1,1.0,4.0,{},"{""46.92"": 1.0}"
294,2001-02-12,58.3125,3,2,2.0,4.0,{},"{""46.92"": 1.0}"
295,2001-02-13,58.3125,3,2,2.0,4.0,{},"{""46.92"": 1.0}"
296,2001-02-14,58.6875,4,2,3.0,5.0,{},"{""46.92"": 1.0}"
297,2001-02-15,58.0625,4,2,3.0,3.0,{},"{""46.92"": 1.0}"
298,2001-02-16,57.125,4,2,3.0,2.0,{},"{""46.92"": 1.0}"
299,2001-02-20,56.8125,4,2,3.0,2.0,{},"{""46.92"": 1.0}"
300,2001-02-21,55.375,4,2,2.0,0.0,{},"{""46.92"": 1.0}"
301,2001-02-22,55.109375,4,2,2.0,0.0,{},"{""46.92"": 1.0}"
302,2001-02-23,55.125,4,2,2.0,0.0,{},"{""46.92"": 1.0}"
303,2001-02-26,56.5,4,2,2.0,1.0,{},"{""46.92"": 1.0}"
304,2001-02-27,57.0,4,2,2.0,2.0,{},"{""46.92"": 1.0}"
305,2001-02-28,57.4375,4,2,2.0,2.0,{},"{""46.92"": 1.0}"
306,2001-03-01,57.5625,4,2,2.0,4.0,{},"{""46.92"": 1.0}"
307,2001-03-02,58.5,4,2,3.0,5.0,{},"{""46.92"": 1.0}"
308,2001-03-05,58.0,4,2,3.0,4.0,{},"{""46.92"": 1.0}"
309,2001-03-06,57.4375,4,2,3.0,3.0,{},"{""46.92"": 1.0}"
310,2001-03-07,57.125,9,2,3.0,2.0,{},"{""46.92"": 1.0}"
311,2001-03-08,56.375,7,2,3.0,1.0,{},"{""46.92"": 1.0}"
312,2001-03-09,55.375,6,2,2.0,1.0,{},"{""46.92"": 1.0}"
313,2001-03-12,54.0,6,2,2.0,0.0,{},"{""46.92"": 1.0}"
314,2001-03-13,54.75,6,2,1.0,0.0,{},"{""46.92"": 1.0}"
315,2001-03-14,52.875,5,1,1.0,0.0,{},"{""46.92"": 1.0}"
316,2001-03-15,53.1875,5,1,1.0,0.0,{},"{""46.92"": 1.0}"
317,2001-03-16,51.4375,5,1,1.0,0.0,{},"{""46.92"": 1.0}"
318,2001-03-19,51.6875,5,1,0.0,1.0,{},"{""46.92"": 1.0}"
319,2001-03-20,51.25,5,1,0.0,1.0,{},"{""46.92"": 1.0}"
320,2001-03-21,48.75,5,0,0.0,0.0,{},"{""46.92"": 1.0}"
321,2001-03-22,46.9375,5,0,0.0,0.0,{},"{""46.92"": 1.0}"
322,2001-03-23,49.25,5,0,0.0,1.0,{},"{""46.92"": 1.0}"
323,2001-03-26,51.200001,5,0,1.0,2.0,{},"{""46.92"": 1.0}"
324,2001-03-27,53.0,6,0,1.0,2.0,{},"{""46.92"": 1.0}"
325,2001-03-28,52.259998,6,1,2.0,2.0,"{""46.92"": 1.0}","{""46.92"": 1.0}"
326,2001-03-29,51.790001,6,1,2.0,3.0,"{""46.92"": 1.0}","{""46.92"": 1.0}"
327,2001-03-30,52.09,6,1,2.0,4.0,"{""46.92"": 1.0}","{""46.92"": 1.0}"
328,2001-04-02,52.029999,6,1,3.0,3.0,"{""46.92"": 1.0}","{""46.92"": 1.0}"
329,2001-04-03,51.990002,6,1,3.0,3.0,"{""46.92"": 1.0}","{""46.92"": 1.0}"
330,2001-04-04,50.419998,5,1,3.0,0.0,"{""46.92"": 1.0}","{""46.92"": 1.0}"
331,2001-04-05,51.990002,5,1,3.0,2.0,"{""46.92"": 1.0}","{""46.92"": 1.0}"
332,2001-04-06,51.080002,5,1,3.0,2.0,"{""46.92"": 1.0}","{""46.92"": 1.0}"
333,2001-04-09,51.349998,5,1,3.0,2.0,"{""46.92"": 1.0}","{""46.92"": 1.0}"
334,2001-04-10,52.189999,6,1,2.0,2.0,"{""46.92"": 1.0}","{""46.92"": 1.0}"
335,2001-04-11,53.029999,6,1,3.0,2.0,"{""46.92"": 1.0}","{""46.92"": 1.0}"
336,2001-04-12,53.200001,6,2,3.0,4.0,"{""46.92"": 1.0}","{""46.92"": 1.0}"
337,2001-04-16,52.299999,6,2,3.0,2.0,"{""46.92"": 1.0}","{""46.92"": 1.0}"
338,2001-04-17,52.040001,6,2,3.0,3.0,"{""46.92"": 1.0}","{""46.92"": 1.0}"
339,2001-04-18,53.290001,7,2,3.0,3.0,"{""46.92"": 1.0}","{""46.92"": 1.0}"
340,2001-04-19,55.25,7,2,3.0,3.0,"{""46.92"": 1.0}","{""46.92"": 1.0}"
341,2001-04-20,54.349998,7,2,3.0,3.0,"{""46.92"": 1.0}","{""46.92"": 1.0}"
